orderID,orderDate,order_year,order_month,order_quarter,requiredDate,shippedDate,ship_delay_days,freight,productID,productName,quantityPerUnit,categoryID,categoryName,category_description,discontinued,unitPrice,quantity,discount,line_total,customerID,customer_company,customer_contact,customer_title,customer_city,customer_country,employeeID,employee_name,employee_title,employee_city,employee_country,reports_to,shipperID,shipper_name
10259,2013-07-18,2013,7,3,2013-08-15,2013-07-25,7.0,3.25,37,Gravad lax,12 - 500 g pkgs.,8,Seafood,Seaweed and fish,0,20.8,1,0.0,20.8,CENTC,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10260,2013-07-19,2013,7,3,2013-08-16,2013-07-29,10.0,55.09,41,Jack's New England Clam Chowder,12 - 12 oz cans,8,Seafood,Seaweed and fish,0,7.7,16,0.25,92.4,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10260,2013-07-19,2013,7,3,2013-08-16,2013-07-29,10.0,55.09,57,Ravioli Angelo,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,15.6,50,0.0,780.0,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10260,2013-07-19,2013,7,3,2013-08-16,2013-07-29,10.0,55.09,62,Tarte au sucre,48 pies,3,Confections,"Desserts, candies, and sweet breads",0,39.4,15,0.25,443.25,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10260,2013-07-19,2013,7,3,2013-08-16,2013-07-29,10.0,55.09,70,Outback Lager,24 - 355 ml bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,12.0,21,0.25,189.0,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10261,2013-07-19,2013,7,3,2013-08-16,2013-07-30,11.0,3.05,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,Confections,"Desserts, candies, and sweet breads",0,8.0,20,0.0,160.0,QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10261,2013-07-19,2013,7,3,2013-08-16,2013-07-30,11.0,3.05,35,Steeleye Stout,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,20,0.0,288.0,QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10262,2013-07-22,2013,7,3,2013-08-19,2013-07-25,3.0,48.29,5,Chef Anton's Gumbo Mix,36 boxes,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",1,17.0,12,0.2,163.20000000000002,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10262,2013-07-22,2013,7,3,2013-08-19,2013-07-25,3.0,48.29,7,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,7,Produce,Dried fruit and bean curd,0,24.0,15,0.0,360.0,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10262,2013-07-22,2013,7,3,2013-08-19,2013-07-25,3.0,48.29,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,30.4,2,0.0,60.8,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10263,2013-07-23,2013,7,3,2013-08-20,2013-07-31,8.0,146.06,16,Pavlova,32 - 500 g boxes,3,Confections,"Desserts, candies, and sweet breads",0,13.9,60,0.25,625.5,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,9,Anne Dodsworth,Sales Representative,London,UK,5.0,3,Federal Shipping
10263,2013-07-23,2013,7,3,2013-08-20,2013-07-31,8.0,146.06,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,3.6,28,0.0,100.8,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,9,Anne Dodsworth,Sales Representative,London,UK,5.0,3,Federal Shipping
10263,2013-07-23,2013,7,3,2013-08-20,2013-07-31,8.0,146.06,30,Nord-Ost Matjeshering,10 - 200 g glasses,8,Seafood,Seaweed and fish,0,20.7,60,0.25,931.5,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,9,Anne Dodsworth,Sales Representative,London,UK,5.0,3,Federal Shipping
10263,2013-07-23,2013,7,3,2013-08-20,2013-07-31,8.0,146.06,74,Longlife Tofu,5 kg pkg.,7,Produce,Dried fruit and bean curd,0,8.0,36,0.25,216.0,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,9,Anne Dodsworth,Sales Representative,London,UK,5.0,3,Federal Shipping
10264,2013-07-24,2013,7,3,2013-08-21,2013-08-23,30.0,3.67,2,Chang,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,15.2,35,0.0,532.0,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,6,Michael Suyama,Sales Representative,London,UK,5.0,3,Federal Shipping
10264,2013-07-24,2013,7,3,2013-08-21,2013-08-23,30.0,3.67,41,Jack's New England Clam Chowder,12 - 12 oz cans,8,Seafood,Seaweed and fish,0,7.7,25,0.15,163.625,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,6,Michael Suyama,Sales Representative,London,UK,5.0,3,Federal Shipping
10265,2013-07-25,2013,7,3,2013-08-22,2013-08-12,18.0,55.28,17,Alice Mutton,20 - 1 kg tins,6,Meat & Poultry,Prepared meats,1,31.2,30,0.0,936.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,2,Andrew Fuller,Vice President Sales,New York,USA,,1,Speedy Express
10265,2013-07-25,2013,7,3,2013-08-22,2013-08-12,18.0,55.28,70,Outback Lager,24 - 355 ml bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,12.0,20,0.0,240.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,2,Andrew Fuller,Vice President Sales,New York,USA,,1,Speedy Express
10266,2013-07-26,2013,7,3,2013-09-06,2013-07-31,5.0,25.73,12,Queso Manchego La Pastora,10 - 500 g pkgs.,4,Dairy Products,Cheeses,0,30.4,12,0.05,346.55999999999995,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10267,2013-07-29,2013,7,3,2013-08-26,2013-08-06,8.0,208.58,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,14.7,50,0.0,735.0,FRANK,Frankenversand,Peter Franken,Marketing Manager,München,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10267,2013-07-29,2013,7,3,2013-08-26,2013-08-06,8.0,208.58,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,44.0,70,0.15,2618.0,FRANK,Frankenversand,Peter Franken,Marketing Manager,München,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10267,2013-07-29,2013,7,3,2013-08-26,2013-08-06,8.0,208.58,76,Lakkaliköri,500 ml,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,15,0.15,183.6,FRANK,Frankenversand,Peter Franken,Marketing Manager,München,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10268,2013-07-30,2013,7,3,2013-08-27,2013-08-02,3.0,66.29,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,Meat & Poultry,Prepared meats,1,99.0,10,0.0,990.0,GROSR,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10268,2013-07-30,2013,7,3,2013-08-27,2013-08-02,3.0,66.29,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,27.8,4,0.0,111.2,GROSR,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10269,2013-07-31,2013,7,3,2013-08-14,2013-08-09,9.0,4.56,33,Geitost,500 g,4,Dairy Products,Cheeses,0,2.0,60,0.05,114.0,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,5,Steven Buchanan,Sales Manager,London,UK,2.0,1,Speedy Express
10269,2013-07-31,2013,7,3,2013-08-14,2013-08-09,9.0,4.56,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,27.8,20,0.05,528.1999999999999,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,5,Steven Buchanan,Sales Manager,London,UK,2.0,1,Speedy Express
10270,2013-08-01,2013,8,3,2013-08-29,2013-08-02,1.0,136.54,36,Inlagd Sill,24 - 250 g  jars,8,Seafood,Seaweed and fish,0,15.2,30,0.0,456.0,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10270,2013-08-01,2013,8,3,2013-08-29,2013-08-02,1.0,136.54,43,Ipoh Coffee,16 - 500 g tins,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,36.8,25,0.0,919.9999999999999,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10271,2013-08-01,2013,8,3,2013-08-29,2013-08-30,29.0,4.54,33,Geitost,500 g,4,Dairy Products,Cheeses,0,2.0,24,0.0,48.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10272,2013-08-02,2013,8,3,2013-08-30,2013-08-06,4.0,98.03,20,Sir Rodney's Marmalade,30 gift boxes,3,Confections,"Desserts, candies, and sweet breads",0,64.8,6,0.0,388.79999999999995,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10272,2013-08-02,2013,8,3,2013-08-30,2013-08-06,4.0,98.03,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,40,0.0,400.0,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10272,2013-08-02,2013,8,3,2013-08-30,2013-08-06,4.0,98.03,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,27.8,24,0.0,667.2,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10273,2013-08-05,2013,8,3,2013-09-02,2013-08-12,7.0,76.07,10,Ikura,12 - 200 ml jars,8,Seafood,Seaweed and fish,0,24.8,24,0.05,565.44,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10273,2013-08-05,2013,8,3,2013-09-02,2013-08-12,7.0,76.07,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,15,0.05,142.5,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10273,2013-08-05,2013,8,3,2013-09-02,2013-08-12,7.0,76.07,33,Geitost,500 g,4,Dairy Products,Cheeses,0,2.0,20,0.0,40.0,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10273,2013-08-05,2013,8,3,2013-09-02,2013-08-12,7.0,76.07,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,14.7,60,0.05,837.9,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10273,2013-08-05,2013,8,3,2013-09-02,2013-08-12,7.0,76.07,76,Lakkaliköri,500 ml,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,33,0.05,451.43999999999994,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10274,2013-08-06,2013,8,3,2013-09-03,2013-08-16,10.0,6.01,71,Flotemysost,10 - 500 g pkgs.,4,Dairy Products,Cheeses,0,17.2,20,0.0,344.0,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10274,2013-08-06,2013,8,3,2013-09-03,2013-08-16,10.0,6.01,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,27.8,7,0.0,194.6,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10275,2013-08-07,2013,8,3,2013-09-04,2013-08-09,2.0,26.93,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,3.6,12,0.05,41.04,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10275,2013-08-07,2013,8,3,2013-09-04,2013-08-09,2.0,26.93,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,44.0,6,0.05,250.79999999999998,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10276,2013-08-08,2013,8,3,2013-08-22,2013-08-14,6.0,13.84,10,Ikura,12 - 200 ml jars,8,Seafood,Seaweed and fish,0,24.8,15,0.0,372.0,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10276,2013-08-08,2013,8,3,2013-08-22,2013-08-14,6.0,13.84,13,Konbu,2 kg box,8,Seafood,Seaweed and fish,0,4.8,10,0.0,48.0,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10277,2013-08-09,2013,8,3,2013-09-06,2013-08-13,4.0,125.77,28,Rössle Sauerkraut,25 - 825 g cans,7,Produce,Dried fruit and bean curd,1,36.4,20,0.0,728.0,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,2,Andrew Fuller,Vice President Sales,New York,USA,,3,Federal Shipping
