orderID,productID,unitPrice,quantity,discount,productName,quantityPerUnit,categoryID,discontinued,categoryName,category_description,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,customer_company,customer_contact,customer_title,customer_city,customer_country,employee_name,employee_title,employee_city,employee_country,reports_to,shipper_name,line_total,order_year,order_month,order_quarter,ship_delay_days,is_shipped
10251,65,16.8,20,0.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",VICTE,3,2013-07-08,2013-08-05,2013-07-15,1,41.34,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,336.0,2013,7,3,7.0,True
10252,20,64.8,40,0.05,Sir Rodney's Marmalade,30 gift boxes,3,False,Confections,"Desserts, candies, and sweet breads",SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,United Package,2462.4,2013,7,3,2.0,True
10252,33,2.0,25,0.05,Geitost,500 g,4,False,Dairy Products,Cheeses,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,United Package,47.5,2013,7,3,2.0,True
10252,60,27.2,40,0.0,Camembert Pierrot,15 - 300 g rounds,4,False,Dairy Products,Cheeses,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,United Package,1088.0,2013,7,3,2.0,True
10253,31,10.0,20,0.0,Gorgonzola Telino,12 - 100 g pkgs,4,False,Dairy Products,Cheeses,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8,United Package,200.0,2013,7,3,6.0,True
10253,39,14.4,42,0.0,Chartreuse verte,750 cc per bottle,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8,United Package,604.8,2013,7,3,6.0,True
10253,49,16.0,40,0.0,Maxilaku,24 - 50 g pkgs.,3,False,Confections,"Desserts, candies, and sweet breads",HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8,United Package,640.0,2013,7,3,6.0,True
10254,24,3.6,15,0.15,Guarana Fantastica,12 - 355 ml cans,1,True,Beverages,"Soft drinks, coffees, teas, beers, and ales",CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2,United Package,45.9,2013,7,3,12.0,True
10254,55,19.2,21,0.15,Pâté chinois,24 boxes x 2 pies,6,False,Meat & Poultry,Prepared meats,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2,United Package,342.72,2013,7,3,12.0,True
10254,74,8.0,21,0.0,Longlife Tofu,5 kg pkg.,7,False,Produce,Dried fruit and bean curd,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2,United Package,168.0,2013,7,3,12.0,True
10255,2,15.2,20,0.0,Chang,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,304.0,2013,7,3,3.0,True
10255,16,13.9,35,0.0,Pavlova,32 - 500 g boxes,3,False,Confections,"Desserts, candies, and sweet breads",RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,486.5,2013,7,3,3.0,True
10255,36,15.2,25,0.0,Inlagd Sill,24 - 250 g  jars,8,False,Seafood,Seaweed and fish,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,380.0,2013,7,3,3.0,True
10255,59,44.0,30,0.0,Raclette Courdavault,5 kg pkg.,4,False,Dairy Products,Cheeses,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,1320.0,2013,7,3,3.0,True
10256,53,26.2,15,0.0,Perth Pasties,48 pieces,6,True,Meat & Poultry,Prepared meats,WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,United Package,393.0,2013,7,3,2.0,True
10256,77,10.4,12,0.0,Original Frankfurter Grüne Soße,12 boxes,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,United Package,124.8,2013,7,3,2.0,True
10257,27,35.1,25,0.0,Schoggi Schokolade,100 - 100 g pieces,3,False,Confections,"Desserts, candies, and sweet breads",HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,877.5,2013,7,3,6.0,True
10257,39,14.4,6,0.0,Chartreuse verte,750 cc per bottle,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,86.4,2013,7,3,6.0,True
10257,77,10.4,15,0.0,Original Frankfurter Grüne Soße,12 boxes,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,156.0,2013,7,3,6.0,True
10258,2,15.2,50,0.2,Chang,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,608.0,2013,7,3,6.0,True
10258,5,17.0,65,0.2,Chef Anton's Gumbo Mix,36 boxes,2,True,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,884.0,2013,7,3,6.0,True
10258,32,25.6,6,0.2,Mascarpone Fabioli,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,122.88,2013,7,3,6.0,True
10259,21,8.0,10,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,False,Confections,"Desserts, candies, and sweet breads",CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,80.0,2013,7,3,7.0,True
10259,37,20.8,1,0.0,Gravad lax,12 - 500 g pkgs.,8,False,Seafood,Seaweed and fish,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,20.8,2013,7,3,7.0,True
10260,41,7.7,16,0.25,Jack's New England Clam Chowder,12 - 12 oz cans,8,False,Seafood,Seaweed and fish,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,92.4,2013,7,3,10.0,True
10260,57,15.6,50,0.0,Ravioli Angelo,24 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,780.0,2013,7,3,10.0,True
10260,62,39.4,15,0.25,Tarte au sucre,48 pies,3,False,Confections,"Desserts, candies, and sweet breads",OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,443.25,2013,7,3,10.0,True
10260,70,12.0,21,0.25,Outback Lager,24 - 355 ml bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,189.0,2013,7,3,10.0,True
10261,21,8.0,20,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,False,Confections,"Desserts, candies, and sweet breads",QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,United Package,160.0,2013,7,3,11.0,True
10261,35,14.4,20,0.0,Steeleye Stout,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,United Package,288.0,2013,7,3,11.0,True
10262,5,17.0,12,0.2,Chef Anton's Gumbo Mix,36 boxes,2,True,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,163.2,2013,7,3,3.0,True
10262,7,24.0,15,0.0,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,7,False,Produce,Dried fruit and bean curd,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,360.0,2013,7,3,3.0,True
10262,56,30.4,2,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,60.8,2013,7,3,3.0,True
10263,16,13.9,60,0.25,Pavlova,32 - 500 g boxes,3,False,Confections,"Desserts, candies, and sweet breads",ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,625.5,2013,7,3,8.0,True
10263,24,3.6,28,0.0,Guarana Fantastica,12 - 355 ml cans,1,True,Beverages,"Soft drinks, coffees, teas, beers, and ales",ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,100.8,2013,7,3,8.0,True
10263,30,20.7,60,0.25,Nord-Ost Matjeshering,10 - 200 g glasses,8,False,Seafood,Seaweed and fish,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,931.5,2013,7,3,8.0,True
10263,74,8.0,36,0.25,Longlife Tofu,5 kg pkg.,7,False,Produce,Dried fruit and bean curd,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,216.0,2013,7,3,8.0,True
10264,2,15.2,35,0.0,Chang,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,London,UK,5,Federal Shipping,532.0,2013,7,3,30.0,True
10264,41,7.7,25,0.15,Jack's New England Clam Chowder,12 - 12 oz cans,8,False,Seafood,Seaweed and fish,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,London,UK,5,Federal Shipping,163.62,2013,7,3,30.0,True
10265,17,31.2,30,0.0,Alice Mutton,20 - 1 kg tins,6,True,Meat & Poultry,Prepared meats,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,New York,USA,0,Speedy Express,936.0,2013,7,3,18.0,True
10265,70,12.0,20,0.0,Outback Lager,24 - 355 ml bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,New York,USA,0,Speedy Express,240.0,2013,7,3,18.0,True
10266,12,30.4,12,0.05,Queso Manchego La Pastora,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,WARTH,3,2013-07-26,2013-09-06,2013-07-31,3,25.73,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,346.56,2013,7,3,5.0,True
10267,40,14.7,50,0.0,Boston Crab Meat,24 - 4 oz tins,8,False,Seafood,Seaweed and fish,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,735.0,2013,7,3,8.0,True
10267,59,44.0,70,0.15,Raclette Courdavault,5 kg pkg.,4,False,Dairy Products,Cheeses,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,2618.0,2013,7,3,8.0,True
10267,76,14.4,15,0.15,Lakkaliköri,500 ml,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,183.6,2013,7,3,8.0,True
10268,29,99.0,10,0.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,True,Meat & Poultry,Prepared meats,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,990.0,2013,7,3,3.0,True
10268,72,27.8,4,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,111.2,2013,7,3,3.0,True
10269,33,2.0,60,0.05,Geitost,500 g,4,False,Dairy Products,Cheeses,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Steven Buchanan,Sales Manager,London,UK,2,Speedy Express,114.0,2013,7,3,9.0,True
10269,72,27.8,20,0.05,Mozzarella di Giovanni,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Steven Buchanan,Sales Manager,London,UK,2,Speedy Express,528.2,2013,7,3,9.0,True
10270,36,15.2,30,0.0,Inlagd Sill,24 - 250 g  jars,8,False,Seafood,Seaweed and fish,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,456.0,2013,8,3,1.0,True
10270,43,36.8,25,0.0,Ipoh Coffee,16 - 500 g tins,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,920.0,2013,8,3,1.0,True
10271,33,2.0,24,0.0,Geitost,500 g,4,False,Dairy Products,Cheeses,SPLIR,6,2013-08-01,2013-08-29,2013-08-30,2,4.54,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Michael Suyama,Sales Representative,London,UK,5,United Package,48.0,2013,8,3,29.0,True
10272,20,64.8,6,0.0,Sir Rodney's Marmalade,30 gift boxes,3,False,Confections,"Desserts, candies, and sweet breads",RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5,United Package,388.8,2013,8,3,4.0,True
10272,31,10.0,40,0.0,Gorgonzola Telino,12 - 100 g pkgs,4,False,Dairy Products,Cheeses,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5,United Package,400.0,2013,8,3,4.0,True
10272,72,27.8,24,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5,United Package,667.2,2013,8,3,4.0,True
10273,10,24.8,24,0.05,Ikura,12 - 200 ml jars,8,False,Seafood,Seaweed and fish,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,565.44,2013,8,3,7.0,True
10273,31,10.0,15,0.05,Gorgonzola Telino,12 - 100 g pkgs,4,False,Dairy Products,Cheeses,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,142.5,2013,8,3,7.0,True
10273,33,2.0,20,0.0,Geitost,500 g,4,False,Dairy Products,Cheeses,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,40.0,2013,8,3,7.0,True
10273,40,14.7,60,0.05,Boston Crab Meat,24 - 4 oz tins,8,False,Seafood,Seaweed and fish,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,837.9,2013,8,3,7.0,True
10273,76,14.4,33,0.05,Lakkaliköri,500 ml,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,451.44,2013,8,3,7.0,True
10274,71,17.2,20,0.0,Flotemysost,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,London,UK,5,Speedy Express,344.0,2013,8,3,10.0,True
10274,72,27.8,7,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,London,UK,5,Speedy Express,194.6,2013,8,3,10.0,True
10275,24,3.6,12,0.05,Guarana Fantastica,12 - 355 ml cans,1,True,Beverages,"Soft drinks, coffees, teas, beers, and ales",MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,41.04,2013,8,3,2.0,True
10275,59,44.0,6,0.05,Raclette Courdavault,5 kg pkg.,4,False,Dairy Products,Cheeses,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,250.8,2013,8,3,2.0,True
10276,10,24.8,15,0.0,Ikura,12 - 200 ml jars,8,False,Seafood,Seaweed and fish,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,372.0,2013,8,3,6.0,True
10276,13,4.8,10,0.0,Konbu,2 kg box,8,False,Seafood,Seaweed and fish,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,48.0,2013,8,3,6.0,True
10277,28,36.4,20,0.0,Rössle Sauerkraut,25 - 825 g cans,7,True,Produce,Dried fruit and bean curd,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Andrew Fuller,Vice President Sales,New York,USA,0,Federal Shipping,728.0,2013,8,3,4.0,True
